thesis_id,title,abstract,problem_statement,general_objective,methodology,main_results,conclusions,program_id,graduation_year,keywords,status,repository_reference,research_area,application_context,data_or_population
THS-199,Modelo aplicado para el estudio de climate resilience,"Trabajo de grado que analiza climate resilience mediante series temporales, considerando su relación con vulnerabilidad en un contexto universitario o aplicado.",Existe conocimiento disperso sobre climate resilience y no siempre se comprende su relación con vulnerabilidad.,Analizar climate resilience mediante series temporales para producir evidencia sobre vulnerabilidad.,"Revisión de antecedentes, preparación de datos, series temporales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2025,climate resilience;vulnerabilidad;series temporales,APPROVED,repo://thesis/199,Gestión Ambiental,vulnerabilidad,synthetic institutional data
THS-200,Vulnerabilidad and riesgo climático: a university case study,"This thesis examines vulnerabilidad through análisis espacial, with emphasis on riesgo climático and evidence available in an institutional context.",Current approaches provide incomplete understanding of vulnerabilidad and its implications for riesgo climático.,Evaluate análisis espacial for analyzing vulnerabilidad in relation to riesgo climático.,"Data preparation, análisis espacial, validation and interpretation.",The study identifies patterns and limitations relevant to riesgo climático.,The approach is useful under defined conditions and requires contextual validation.,PRG-015,2026,vulnerabilidad;riesgo climático;análisis espacial,APPROVED,repo://thesis/200,Civil,riesgo climático,synthetic institutional data
THS-201,Caracterización de monitoreo estructural en relación con infraestructura urbana,"Trabajo de grado que analiza monitoreo estructural mediante procesamiento de señales, considerando su relación con infraestructura urbana en un contexto universitario o aplicado.",Existe conocimiento disperso sobre monitoreo estructural y no siempre se comprende su relación con infraestructura urbana.,Analizar monitoreo estructural mediante procesamiento de señales para producir evidencia sobre infraestructura urbana.,"Revisión de antecedentes, preparación de datos, procesamiento de señales y validación de resultados.",,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2018,monitoreo estructural;infraestructura urbana;procesamiento de señales,APPROVED,repo://thesis/201,Ambiental,infraestructura urbana,synthetic institutional data
THS-202,Evaluación de detección de anomalías para analizar infraestructura urbana,"Trabajo de grado que analiza infraestructura urbana mediante detección de anomalías, considerando su relación con vibraciones en un contexto universitario o aplicado.",Existe conocimiento disperso sobre infraestructura urbana y no siempre se comprende su relación con vibraciones.,Analizar infraestructura urbana mediante detección de anomalías para producir evidencia sobre vibraciones.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vibraciones.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2019,infraestructura urbana;vibraciones;detección de anomalías,APPROVED,repo://thesis/202,Civil,vibraciones,synthetic institutional data
THS-203,Modelo aplicado para el estudio de vibraciones,"Trabajo de grado que analiza vibraciones mediante sensores, considerando su relación con smart infrastructure en un contexto universitario o aplicado.",Existe conocimiento disperso sobre vibraciones y no siempre se comprende su relación con smart infrastructure.,Analizar vibraciones mediante sensores para producir evidencia sobre smart infrastructure.,"Revisión de antecedentes, preparación de datos, sensores y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender smart infrastructure.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2020,,APPROVED,repo://thesis/203,Gestión Ambiental,smart infrastructure,synthetic institutional data
THS-204,Análisis de patrones asociados con deterioro,"Trabajo de grado que analiza smart infrastructure mediante procesamiento de señales, considerando su relación con deterioro en un contexto universitario o aplicado.",Existe conocimiento disperso sobre smart infrastructure y no siempre se comprende su relación con deterioro.,Analizar smart infrastructure mediante procesamiento de señales para producir evidencia sobre deterioro.,"Revisión de antecedentes, preparación de datos, procesamiento de señales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender deterioro.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2021,smart infrastructure;deterioro;procesamiento de señales,APPROVED,repo://thesis/204,Civil,deterioro,synthetic institutional data
THS-205,Caracterización de deterioro en relación con monitoreo estructural,"Trabajo de grado que analiza deterioro mediante detección de anomalías, considerando su relación con monitoreo estructural en un contexto universitario o aplicado.",Existe conocimiento disperso sobre deterioro y no siempre se comprende su relación con monitoreo estructural.,Analizar deterioro mediante detección de anomalías para producir evidencia sobre monitoreo estructural.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender monitoreo estructural.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2022,deterioro;monitoreo estructural;detección de anomalías,APPROVED,repo://thesis/205,Ambiental,monitoreo estructural,synthetic institutional data
THS-206,Evaluación de sensores para analizar monitoreo estructural,"Trabajo de grado que analiza monitoreo estructural mediante sensores, considerando su relación con infraestructura urbana en un contexto universitario o aplicado.",Existe conocimiento disperso sobre monitoreo estructural y no siempre se comprende su relación con infraestructura urbana.,Analizar monitoreo estructural mediante sensores para producir evidencia sobre infraestructura urbana.,"Revisión de antecedentes, preparación de datos, sensores y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender infraestructura urbana.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2023,monitoreo estructural;infraestructura urbana;sensores,APPROVED,repo://thesis/206,Civil,infraestructura urbana,synthetic institutional data
THS-207,Modelo aplicado para el estudio de infraestructura urbana,"Trabajo de grado que analiza infraestructura urbana mediante procesamiento de señales, considerando su relación con vibraciones en un contexto universitario o aplicado.",Existe conocimiento disperso sobre infraestructura urbana y no siempre se comprende su relación con vibraciones.,Analizar infraestructura urbana mediante procesamiento de señales para producir evidencia sobre vibraciones.,"Revisión de antecedentes, preparación de datos, procesamiento de señales y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vibraciones.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2024,infraestructura urbana;vibraciones;procesamiento de señales,APPROVED,repo://thesis/207,Ambiental,vibraciones,synthetic institutional data
THS-208,Análisis de patrones asociados con smart infrastructure,"Trabajo de grado que analiza vibraciones mediante detección de anomalías, considerando su relación con smart infrastructure en un contexto universitario o aplicado.",Existe conocimiento disperso sobre vibraciones y no siempre se comprende su relación con smart infrastructure.,Analizar vibraciones mediante detección de anomalías para producir evidencia sobre smart infrastructure.,"Revisión de antecedentes, preparación de datos, detección de anomalías y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender smart infrastructure.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2025,vibraciones;smart infrastructure;detección de anomalías,APPROVED,repo://thesis/208,Civil,smart infrastructure,synthetic institutional data
